;;;;Achillea millefolium;Acinos arvensis;Aegopodium podagraria;Agrimonia eupatoria;Ajuga reptans;Allium oleraceum;Allium sativum;Allium scorodoprasum;Allium vineale;Angelica sylvestris;Cota tinctoria;Anthericum ramosum;Anthriscus sylvestris;Anthyllis vulneraria;Arabis hirsuta;Arenaria serpyllifolia;Artemisia vulgaris;Astragalus glycyphyllos;Barbarea vulgaris;Bellis perennis;Stachys officinalis;Brassica rapa;Calystegia sepium;Campanula glomerata;Campanula patula;Campanula rapunculoides;Campanula rotundifolia;Campanula trachelium;Capsella bursa-pastoris;Carduus acanthoides;Carum carvi;Cyanus segetum;Centaurea jacea;Centaurea scabiosa;Centaurea stoebe;Centaurium erythraea;Cerastium arvense;Cerastium glomeratum;Cerastium fontanum ssp vulgare;Chaerophyllum bulbosum;Chenopodium album;Cichorium intybus;Cirsium arvense;Cirsium oleraceum;Cirsium vulgare;Clinopodium vulgare;Colchicum autumnale;Convolvulus arvensis;Crepis biennis;Crepis capillaris;Daucus carota;Dianthus carthusianorum;Dianthus deltoides;Dipsacus fullonum;Erophila verna;Echium vulgare;Equisetum arvense;Erigeron annuus;Euphorbia cyparissias;Euphorbia esula;Euphorbia verrucosa;Falcaria vulgaris;Filipendula ulmaria;Filipendula vulgaris;Fragaria vesca;Galium mollugo;Galium verum;Geranium dissectum;Geranium molle;Geranium pratense;Geranium pusillum;Geranium pyrenaicum;Geum urbanum;Glechoma hederacea;Helianthemum nummularium;Heracleum sphondylium;Pilosella caespitosa;Pilosella officinarum;Pilosella piloselloides;Hippocrepis comosa;Hypericum perforatum;Hypochaeris radicata;Knautia arvensis;Lactuca serriola;Lathyrus pratensis;Lathyrus sylvestris;Leontodon hispidus;Lepidium ruderale;Leucanthemum vulgare;Linaria vulgaris;Linum catharticum;Lotus corniculatus;Silene flos-cuculi;Lysimachia nummularia;Lysimachia vulgaris;Malva moschata;Matricaria chamomilla;Medicago falcata;Medicago minima;Medicago sativa;Melilotus officinalis;Mentha longifolia;Myosotis arvensis;Oenothera biennis;Onobrychis viciifolia;Ononis spinosa ssp procurrens;Ononis spinosa;Origanum vulgare;Orobanche spec;Papaver rhoeas;Persicaria amphibia;Peucedanum officinale;Peucedanum oreoselinum;Phyteuma spicatum;Pimpinella major;Pimpinella saxifraga;Plantago major ssp intermedia;Plantago lanceolata;Plantago media;Polygala amarella;Polygala vulgaris;Polygonatum multiflorum;Polygonum aviculare;Potentilla anserina;Potentilla argentea;Potentilla grandiflora;Potentilla recta;Potentilla reptans;Prunella vulgaris;Ranunculus acris;Ranunculus bulbosus;Ranunculus serpens ssp nemorosus;Ranunculus repens;Reseda lutea;Rhinanthus alectorolophus;Rhinanthus glacialis;Rhinanthus minor;Rhinanthus serotinus;Rumex acetosa;Rumex crispus;Rumex obtusifolius;Salvia nemorosa;Salvia pratensis;Sanguisorba minor;Sanguisorba officinalis;Saponaria officinalis;Scabiosa columbaria;Scrophularia umbrosa;Securigera varia;Sedum acre;Sedum sexangulare;Jacobaea vulgaris;Silaum silaus;Silene dioica;Silene gallica;Silene latifolia ssp alba;Silene vulgaris;Sisymbrium officinale;Solidago canadensis;Solidago gigantea;Sonchus arvensis;Sonchus asper;Stachys palustris;Stellaria graminea;Symphytum officinale;Tanacetum vulgare;Taraxacum campylodes;Thalictrum minus;Thymus pulegioides;Tragopogon pratensis;Trifolium campestre;Medicago lupulina;Trifolium dubium;Trifolium hybridum;Trifolium medium;Trifolium montanum;Trifolium pratense;Trifolium repens;Tripleurospermum maritimum;Tussilago farfara;Urtica dioica;Valeriana officinalis;Verbascum nigrum;Verbascum blattaria;Verbascum lychnitis;Verbascum thapsus;Verbena officinalis;Veronica arvensis;Veronica chamaedrys;Veronica persica;Vicia sativa ssp nigra;Vicia cracca;Vicia dasycarpa;Vicia hirsuta;Vicia sepium;Vicia tetrasperma;Agrostis capillaris;Agrostis gigantea;Agrostis stolonifera;Alopecurus pratensis;Anthoxanthum odoratum;Arrhenatherum elatius;Brachypodium pinnatum;Briza media;Bromus erectus;Bromus hordeaceus;Bromus inermis;Bromus sterilis;Calamagrostis epigejos;Carex acutiformis;Carex caryophyllea;Carex praecox ssp curvata;Carex digitata;Carex flacca;Carex hirta;Carex montana;Carex muricata;Carex panicea;Carex praecox ssp praecox;Carex sylvatica;Cynodon dactylon;Cynosurus cristatus;Dactylis glomerata;Deschampsia cespitosa;Elymus repens;Festuca arundinacea;Festuca ovina;Festuca pratensis;Festuca rubra;Helictotrichon pubescens;Holcus lanatus;Koeleria pyramidata;Lolium perenne;Nardus stricta;Phalaris arundinacea;Phleum phleoides;Phleum pratense;Poa angustifolia;Poa annua;Poa compressa;Poa pratensis;Poa trivialis;Setaria viridis;Trisetum flavescens;Parthenocissus inserta;Rosa canina;Rubus caesius;Rubus fruticosus agg
21;2018;m;21_m_2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,5;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0,5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;37,5;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;0
22;2018;m;22_m_2018;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;37,5;0;0,5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
23;2018;m;23_m_2018;0,5;0;0;0,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0,1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0,1;0;0;0;0;0;0;0;0;0;0,5;2;0,5;0;8,8;0;0,5;0;0;0,1;0;0;0;0;0,1;0;0;0;0,5;0;0;0;2;0;0;2;8,8;0;4;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0,5;0
24;2018;m;24_m_2018;0,5;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;37,5;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0,5;0;0;0;0
25;2018;m;25_m_2018;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;2;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,1;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;8,8;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;0
26;2018;m;26_m_2018;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0,5;0;0;0;62,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;2018;m;27_m_2018;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,1;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0,5;0,5;0,1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0,5;0;0;0;0;0;0;0,5;8,8;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;8,8;37,5;0;0;0;0,5;0;0;0;0;2;0;0,5;0,5;0;0;4;0;0;0;0
28;2018;m;28_m_2018;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;18,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,8;0;0;0;18,8;0,5;0,5;0;0;0;0,5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
29;2018;m;29_m_2018;8,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;4;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;2;0;0;0,5;0
30;2018;m;30_m_2018;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;2;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;62,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0
31;2018;m;31_m_2018;8,8;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,5;4;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0,5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;2;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0,5;0,5;0;2;0;37,5;8,8;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;4;0;0;0;0
32;2018;m;32_m_2018;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;62,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0
33;2018;m;33_m_2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
34;2018;o;34_o_2018;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0,5;0;0;0;0;0;0,1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0,5;0;0;0;0;0;0;0;0;0;0,1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;2;0;0,1;0;0;0;0;0;0;0;0;0;8,8;18,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,1;0,5;0,5;0,5;0;2;18,8;8,8;0;2;0;0,5;0;0;0;0;2;0;0;0;0;0;0,5;0;0;0;0
35;2018;m;35_m_2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
36;2018;m;36_m_2018;4;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0,1;0;4;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;2;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,8;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0,5;0;0;0;0,5;0,5;0;0;0;0;0,5;0;0;0;8,8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0,5;0;0;0,5;2;0;8,8;0;8,8;0;0;0,5;0;0;2;0;0;0;0;8,8;0;0;0;0;0;8,8;0;0;0;0
37;2018;m;37_m_2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
38;2018;m;38_m_2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
39;2018;m;39_m_2018;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;8,8;0;0;0;0,1;0;0;0;0,1;0;0,5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0,5;0;0;0;0;0;0;2;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;2;0;0;0;0;0;0,5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0,5;2;0,5;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0,5;0;0,5;0;0;2;2;0;0;0;2;0;0;0;2;0;0;4;0;62,5;0;0;0;0;0;0
